"gene_id","gene_body_methylation","promoter_methylation"
"ENSMUSG00000000001",74.1108319747776,21.6941798941799
"ENSMUSG00000000003",75.4466230936819,100
"ENSMUSG00000000028",80.9994322774794,12.7676027676028
"ENSMUSG00000000031",66.74355259066,65.5758807588076
"ENSMUSG00000000037",79.5115200065421,59.6666666666667
"ENSMUSG00000000049",67.5024696295007,71.8262987012987
"ENSMUSG00000000056",75.5488604352241,62.8598484848485
"ENSMUSG00000000058",53.9288766788767,86.4119303635433
"ENSMUSG00000000078",35.2262344052012,84.2424242424242
"ENSMUSG00000000085",77.4818006885351,79.7668650793651
"ENSMUSG00000000088",29.8681621408894,95.0680272108844
"ENSMUSG00000000093",17.7769826840347,19.6419737669738
"ENSMUSG00000000094",46.6860942562128,77.5
"ENSMUSG00000000103",57.1428571428571,NA
"ENSMUSG00000000120",37.9827326943521,40.7841501932411
"ENSMUSG00000000125",57.2955553074038,5.75780602376347
"ENSMUSG00000000126",58.4544129077517,65.6455415499533
"ENSMUSG00000000127",82.5350166036358,80
"ENSMUSG00000000131",77.3512239292752,35.6209150326797
"ENSMUSG00000000134",63.6932791626468,83.7459415584416
"ENSMUSG00000000142",63.0436421006187,77.6172839506173
"ENSMUSG00000000148",81.9494016465427,25.241842567424
"ENSMUSG00000000149",67.7773459968626,29.8670377241806
"ENSMUSG00000000154",73.8534917619563,89.4523153614063
"ENSMUSG00000000157",81.7422319430928,87.1184106898393
"ENSMUSG00000000159",80.5947479984395,89.8809523809524
"ENSMUSG00000000167",61.6236283096748,79.0239783856805
"ENSMUSG00000000168",69.6623179111102,11.7410714285714
"ENSMUSG00000000171",55.1667929292929,11.7915690866511
"ENSMUSG00000000182",35.8994156120593,88.1339285714286
"ENSMUSG00000000183",65.3331430066649,80.0340136054422
"ENSMUSG00000000184",56.2631899246061,3.65526122148639
"ENSMUSG00000000194",84.7910966896396,90.945945945946
"ENSMUSG00000000197",72.0368445685631,75.7619047619048
"ENSMUSG00000000202",19.4232342387299,80.6004489337823
"ENSMUSG00000000204",83.0305300759846,73.8095238095238
"ENSMUSG00000000214",71.4367640660744,63.4535834535835
"ENSMUSG00000000215",77.9454534748326,77.7777777777778
"ENSMUSG00000000216",70.5759039876485,74.6843434343434
"ENSMUSG00000000223",82.1693869405246,91.407867494824
"ENSMUSG00000000244",71.6564767512635,75.3514739229025
"ENSMUSG00000000247",16.1882667211134,19.2998972108561
"ENSMUSG00000000248",86.1154791154791,83.4920634920635
"ENSMUSG00000000253",70.9576224508214,88.0050505050505
"ENSMUSG00000000263",70.5010859935018,14.9769585253456
"ENSMUSG00000000266",74.3819917305332,94.4824016563147
"ENSMUSG00000000275",52.0257892741114,65.9173669467787
"ENSMUSG00000000276",68.2571936101727,81.3167388167388
"ENSMUSG00000000278",83.5508590285122,56.6216931216931
"ENSMUSG00000000282",38.3989665739812,40.3819444444444
"ENSMUSG00000000290",85.5937532490517,77.8267086448905
"ENSMUSG00000000295",68.5742449511034,65.1534391534392
"ENSMUSG00000000296",76.6366160810883,49.9200336700337
"ENSMUSG00000000301",72.7494273456772,43.6458333333333
"ENSMUSG00000000303",69.6600345166159,84.9147727272727
"ENSMUSG00000000305",74.368070104613,56.6666666666667
"ENSMUSG00000000308",43.2603967266544,9.23884514435695
"ENSMUSG00000000317",40.4573639767367,14.13836996337
"ENSMUSG00000000318",84.8878100758632,89.7685185185185
"ENSMUSG00000000320",54.285666035857,82.5340136054422
"ENSMUSG00000000339",70.1046072057849,61.6791979949875
"ENSMUSG00000000340",84.3056604248465,49.9537037037037
"ENSMUSG00000000346",17.7674843674844,25.8905325443787
"ENSMUSG00000000355",75.5485883920998,78.4722222222222
"ENSMUSG00000000359",55.5408434420826,83.3529884749397
"ENSMUSG00000000365",84.1867717774454,87.1175037084128
"ENSMUSG00000000374",81.100619158023,12.8829856584094
"ENSMUSG00000000378",81.2304381585773,94.8611111111111
"ENSMUSG00000000381",82.8119719786386,79.1716706232835
"ENSMUSG00000000384",66.7074970140365,14.0225563909774
"ENSMUSG00000000385",71.4581582438725,42.6457093253968
"ENSMUSG00000000386",87.4395268474216,44.0007215007215
"ENSMUSG00000000392",84.7730888867175,75.8333333333333
"ENSMUSG00000000394",83.0052409464174,71.247113997114
"ENSMUSG00000000399",80.6483224696953,42.8571428571429
"ENSMUSG00000000402",77.0881539957627,41.1957671957672
"ENSMUSG00000000409",72.2727897462299,84.3437943437943
"ENSMUSG00000000411",77.8123716110729,19.453860255747
"ENSMUSG00000000416",73.3382372194589,20.9140667761357
"ENSMUSG00000000420",65.5065583804423,71.6738816738817
"ENSMUSG00000000435",68.7803990097568,80.2489177489177
"ENSMUSG00000000439",68.5766143578644,88.9855072463768
"ENSMUSG00000000440",69.9288645382395,100
"ENSMUSG00000000441",61.5364928281595,13.4979423868313
"ENSMUSG00000000486",61.5019010116097,10.4591456269309
"ENSMUSG00000000489",47.3656728950427,70.8498445998446
"ENSMUSG00000000530",57.1111315224019,87.5813492063492
"ENSMUSG00000000531",60.1621050257766,23.6980347694633
"ENSMUSG00000000532",71.3060114826072,71.4506172839506
