"gene_id","gene_body_methylation","promoter_methylation"
"ENSMUSG00000000001",72.4766584590344,23.1379731379731
"ENSMUSG00000000003",70.2204896042924,80.8333333333333
"ENSMUSG00000000028",76.5067898145832,13.2323232323232
"ENSMUSG00000000031",66.8186248449406,62.8355802183927
"ENSMUSG00000000037",74.8480096767768,83.5019841269841
"ENSMUSG00000000049",65.9898411692837,73.2175925925926
"ENSMUSG00000000056",71.3030032232931,65.1500721500721
"ENSMUSG00000000058",42.300700540924,79.973544973545
"ENSMUSG00000000078",26.9341046277666,93.202793938088
"ENSMUSG00000000085",77.8927630004753,84.9047619047619
"ENSMUSG00000000088",34.7957671957672,85.7894736842105
"ENSMUSG00000000093",27.8434061888872,18.0178088310618
"ENSMUSG00000000094",56.0620610620611,80.9139784946237
"ENSMUSG00000000103",85.2777777777778,NA
"ENSMUSG00000000120",43.1420746570291,41.5029761904762
"ENSMUSG00000000125",49.6351522117678,1.55555555555556
"ENSMUSG00000000126",51.536094799147,61.9161958568738
"ENSMUSG00000000127",78.9412501120891,75.8095238095238
"ENSMUSG00000000131",76.9269564363147,30.0108225108225
"ENSMUSG00000000134",60.3676470588235,68.843537414966
"ENSMUSG00000000142",58.4692842720524,51.3277777777778
"ENSMUSG00000000148",74.6676898599976,24.0750686239408
"ENSMUSG00000000149",67.5893648724157,23.6830357142857
"ENSMUSG00000000154",66.9556924053694,74.9202340869007
"ENSMUSG00000000157",67.1009079416159,84.9809523809524
"ENSMUSG00000000159",70.6519858405104,78.8151927437642
"ENSMUSG00000000167",57.1939970227642,79.2440476190476
"ENSMUSG00000000168",68.0342614515843,18.0416666666667
"ENSMUSG00000000171",59.6871738004743,16.6269841269841
"ENSMUSG00000000182",37.9252293045396,87.2796574770259
"ENSMUSG00000000183",60.0203988062996,84.4955044955045
"ENSMUSG00000000184",54.3688228251987,2.63975155279503
"ENSMUSG00000000194",77.475677757962,86.25
"ENSMUSG00000000197",70.7328746483752,55.4545454545455
"ENSMUSG00000000202",17.6642174759645,61.7319223985891
"ENSMUSG00000000204",78.9077435762519,48.7662337662338
"ENSMUSG00000000214",68.1880150108554,60.5912698412698
"ENSMUSG00000000215",71.6234167577143,82.5
"ENSMUSG00000000216",64.2027566716363,67.0833333333333
"ENSMUSG00000000223",75.5755700803119,76.4197530864197
"ENSMUSG00000000244",56.5692303542771,77.6868386243386
"ENSMUSG00000000247",28.5972920225794,46.6604596384008
"ENSMUSG00000000248",81.7954705078599,48.015873015873
"ENSMUSG00000000253",63.6869994602788,87.8968253968254
"ENSMUSG00000000263",63.5814280532915,12.2727272727273
"ENSMUSG00000000266",70.8570969899946,94.5652173913043
"ENSMUSG00000000275",63.4537095695632,54.5833333333333
"ENSMUSG00000000276",64.2539364845274,50.025974025974
"ENSMUSG00000000278",82.3804040041477,51.4713064713065
"ENSMUSG00000000282",35.4919314766837,37.6173941798942
"ENSMUSG00000000290",75.5082871058481,75.1415094339623
"ENSMUSG00000000295",65.5863904951496,75.1587301587302
"ENSMUSG00000000296",70.4117052805646,52.2480620155039
"ENSMUSG00000000301",74.3660579876391,49.0281827016521
"ENSMUSG00000000303",67.6945251298301,79.5283018867924
"ENSMUSG00000000305",68.3233057559851,55.1686507936508
"ENSMUSG00000000308",40.0046919678822,7.69382133018497
"ENSMUSG00000000317",33.1061214921974,10.3151260504202
"ENSMUSG00000000318",70.6985874547858,86.4814814814815
"ENSMUSG00000000320",48.6571446386261,71.9753246753247
"ENSMUSG00000000325",100,NA
"ENSMUSG00000000326",50,NA
"ENSMUSG00000000339",68.6093936435622,57.9166666666667
"ENSMUSG00000000340",80.1995025065587,74.2530345471522
"ENSMUSG00000000346",21.3796992481203,26.8735362997658
"ENSMUSG00000000355",73.2169312169312,69.6097883597884
"ENSMUSG00000000359",47.7956198153243,81.025311025311
"ENSMUSG00000000365",77.824094712325,78.1450872359963
"ENSMUSG00000000374",77.0253792919277,15.9104938271605
"ENSMUSG00000000378",75.3217196576572,91.4814814814815
"ENSMUSG00000000381",82.4089635854342,72.9411627798725
"ENSMUSG00000000384",65.0685425685426,15.7962109575013
"ENSMUSG00000000385",61.5085677058857,25.8226253464349
"ENSMUSG00000000386",75.1504956396261,54.9166666666667
"ENSMUSG00000000392",78.4935017519903,46.3690476190476
"ENSMUSG00000000394",86.1584249084249,82.9242424242424
"ENSMUSG00000000399",74.9860740166863,35.978835978836
"ENSMUSG00000000402",70.2298583842208,50.15625
"ENSMUSG00000000409",66.1426004042562,82.8385989010989
"ENSMUSG00000000411",73.8984327908379,14.9641170795017
"ENSMUSG00000000416",71.1040362318912,21.6273614026423
"ENSMUSG00000000420",66.5954183101989,55.3501400560224
"ENSMUSG00000000435",50.2675840978593,60.0396825396825
"ENSMUSG00000000439",60.4312056325479,74.4824016563147
"ENSMUSG00000000440",65.0000578302105,87.5
"ENSMUSG00000000441",59.7626614205004,29.0726817042607
"ENSMUSG00000000486",53.66930853538,7.45457393483709
"ENSMUSG00000000489",35.9387399372031,66.3886921159648
"ENSMUSG00000000530",55.381416974595,66.7140296979007
"ENSMUSG00000000531",51.139061331369,44.064039408867
"ENSMUSG00000000532",67.1123562218262,86.0714285714286
"ENSMUSG00000000538",72.2202682989657,23.0305383022774
"ENSMUSG00000000544",64.8089017657263,61.7311507936508
"ENSMUSG00000000552",54.5500056487601,31.0859465737515
"ENSMUSG00000000555",53.0559423249482,21.4257964257964
"ENSMUSG00000000560",65.6303320032134,7.71341463414634
"ENSMUSG00000000561",59.5509673107076,67.6190476190476
"ENSMUSG00000000562",69.5339954163484,65.5500821018062
"ENSMUSG00000000563",42.9589501556957,79.8129073991143
"ENSMUSG00000000567",40.6732949590092,31.103500761035
"ENSMUSG00000000568",33.0298994511323,11.0141093474427
"ENSMUSG00000000579",54.3755038065383,82.5503806538289
"ENSMUSG00000000581",59.3463506898086,91.9047619047619
"ENSMUSG00000000594",72.9053878495843,77.6543209876543
"ENSMUSG00000000600",69.8669002744549,45.0380952380952
"ENSMUSG00000000605",53.4637863683287,60.6271777003484
"ENSMUSG00000000606",67.3976270642937,62.5
"ENSMUSG00000000617",57.0930022937322,18.2826278659612
"ENSMUSG00000000627",59.9287016370963,62.1746031746032
