"gene_id","gene_body_methylation","promoter_methylation"
"ENSMUSG00000000001",70.5531342091492,21.5310427968656
"ENSMUSG00000000003",66.952201933405,73.8095238095238
"ENSMUSG00000000028",76.0734264770723,17.6829268292683
"ENSMUSG00000000031",65.1622812950938,69.8513792409141
"ENSMUSG00000000037",74.3743525480368,70.5952380952381
"ENSMUSG00000000049",67.7784027422451,71.875
"ENSMUSG00000000056",72.2978798419605,68.1111111111111
"ENSMUSG00000000058",44.2690058479532,85.9523809523809
"ENSMUSG00000000078",29.108606557377,86.1360544217687
"ENSMUSG00000000085",76.3063818723198,75.8294930875576
"ENSMUSG00000000088",34.4542362399505,74.1558441558442
"ENSMUSG00000000093",31.3182837237459,24.329415310428
"ENSMUSG00000000094",57.6435207453726,86.1111111111111
"ENSMUSG00000000103",41.6666666666667,NA
"ENSMUSG00000000120",42.7845982142857,49.1285403050109
"ENSMUSG00000000125",48.795900150676,1.50980392156863
"ENSMUSG00000000126",49.2032322233052,49.7306791569087
"ENSMUSG00000000127",77.6428605018701,74.2307692307692
"ENSMUSG00000000131",75.8870149569808,35.0438596491228
"ENSMUSG00000000134",58.205017424385,71.2962962962963
"ENSMUSG00000000142",55.9965247971645,39.1714285714286
"ENSMUSG00000000148",76.9114790240698,29.8015873015873
"ENSMUSG00000000149",66.1017029445982,28.5889355742297
"ENSMUSG00000000154",67.2576631268037,84.292328042328
"ENSMUSG00000000157",72.4677595908365,90.3904761904762
"ENSMUSG00000000159",73.4529857606781,67.9235880398671
"ENSMUSG00000000167",54.7040192223678,65.7556935817805
"ENSMUSG00000000168",65.5707395498392,19.8748473748474
"ENSMUSG00000000171",54.1028295376121,13.9316239316239
"ENSMUSG00000000182",40.3677514843523,82.8378378378378
"ENSMUSG00000000183",63.0614344503233,81.9936660561661
"ENSMUSG00000000184",54.6614282907386,3.17829457364341
"ENSMUSG00000000194",77.437317251462,94.9880952380952
"ENSMUSG00000000197",70.438402222136,72.4489795918367
"ENSMUSG00000000202",21.2139723630407,60.7556935817805
"ENSMUSG00000000204",79.8414855072464,62.6041666666667
"ENSMUSG00000000214",66.5504967094562,68.0272108843537
"ENSMUSG00000000215",75.228460006941,89.6825396825397
"ENSMUSG00000000216",64.3753150825287,69.344375431332
"ENSMUSG00000000223",78.006931837577,66.0487528344671
"ENSMUSG00000000244",59.8816020735452,64.4047619047619
"ENSMUSG00000000247",27.1237517387029,40.5039682539683
"ENSMUSG00000000248",80.1570559232556,71.078431372549
"ENSMUSG00000000253",65.7696877307656,83.6805555555556
"ENSMUSG00000000263",66.6847374777651,8.52201257861635
"ENSMUSG00000000266",70.7652597938631,90.5844155844156
"ENSMUSG00000000275",62.8108285233285,65.9235209235209
"ENSMUSG00000000276",62.3124740791012,54.8111658456486
"ENSMUSG00000000278",81.7764324301775,52.6422764227642
"ENSMUSG00000000282",35.0270914316202,30.8357142857143
"ENSMUSG00000000290",76.8135704874835,83.5279381112714
"ENSMUSG00000000295",67.6450085268267,82.1428571428571
"ENSMUSG00000000296",71.7965183595507,41.0204991087344
"ENSMUSG00000000301",76.1668457931831,42.5343915343915
"ENSMUSG00000000303",69.8322512541843,80.4373177842566
"ENSMUSG00000000305",69.4158513965577,50.9259259259259
"ENSMUSG00000000308",47.6617826617827,12.3733535967579
"ENSMUSG00000000317",31.9875104814864,11.2622655122655
"ENSMUSG00000000318",65.4815395332637,82.3619047619048
"ENSMUSG00000000320",54.8033958891868,68.6202450032237
"ENSMUSG00000000325",100,NA
"ENSMUSG00000000339",66.966885007278,63.3918128654971
"ENSMUSG00000000340",78.3697161768834,84.040404040404
"ENSMUSG00000000346",21.1555383022774,32.6819291819292
"ENSMUSG00000000355",55.4425663395129,69.8430735930736
"ENSMUSG00000000359",54.3652565383335,85.9828349944629
"ENSMUSG00000000365",77.7003691567816,77.4603174603175
"ENSMUSG00000000374",76.1372400330897,18.3650793650794
"ENSMUSG00000000378",75.9426696727229,88.474025974026
"ENSMUSG00000000381",84.4540816326531,71.6
"ENSMUSG00000000384",63.1895844697453,15.094696969697
"ENSMUSG00000000385",64.100157920311,21.0598290598291
"ENSMUSG00000000386",72.8311272061272,48.3849206349206
"ENSMUSG00000000392",78.7708124929566,43.763440860215
"ENSMUSG00000000394",82.0453819111537,76.6889880952381
"ENSMUSG00000000399",75.3844075800933,23.8782051282051
"ENSMUSG00000000402",72.3029427362761,47.3837209302326
"ENSMUSG00000000409",68.8739210939639,65.6243756243756
"ENSMUSG00000000411",75.8333333333333,22.3632275132275
"ENSMUSG00000000416",71.8574978345833,22.422480620155
"ENSMUSG00000000420",65.6324600882017,68.6868686868687
"ENSMUSG00000000435",53.7243431855501,66.5056360708535
"ENSMUSG00000000439",67.1895912954307,75.2380952380952
"ENSMUSG00000000440",68.0125518666375,75.9259259259259
"ENSMUSG00000000441",61.3608434576177,31.7673350041771
"ENSMUSG00000000486",54.485686192273,8.83349312879514
"ENSMUSG00000000489",34.4873080576598,72.4413029100529
"ENSMUSG00000000530",54.5853644236729,68.5694444444444
"ENSMUSG00000000531",49.8842653944695,43.5834082060497
"ENSMUSG00000000532",69.7082774649146,87.3148148148148
"ENSMUSG00000000538",72.4737835310675,23.7239583333333
"ENSMUSG00000000544",66.6529093170744,45.6344146050028
"ENSMUSG00000000552",55.6245988533811,36.3205828779599
