"gene_id","gene_body_methylation","promoter_methylation"
"ENSMUSG00000000001",73.449176763353,18.6384976525822
"ENSMUSG00000000003",69.811372360392,63.7037037037037
"ENSMUSG00000000028",74.9684900322655,12.8392705682782
"ENSMUSG00000000031",68.3074600837759,60.4366590199923
"ENSMUSG00000000037",71.8979461102623,76.5396825396825
"ENSMUSG00000000049",66.4640309086848,65.4301075268817
"ENSMUSG00000000056",72.5381186957542,63.2711038961039
"ENSMUSG00000000058",44.0838806787083,84.7058823529412
"ENSMUSG00000000078",28.4130485205754,88.0191314062282
"ENSMUSG00000000085",77.0598392587093,75.9688013136289
"ENSMUSG00000000088",38.7297120223949,82.7536231884058
"ENSMUSG00000000093",27.7147335004031,13.5751488095238
"ENSMUSG00000000094",53.8090523633894,69.8529411764706
"ENSMUSG00000000103",61.25,NA
"ENSMUSG00000000120",42.3982588419675,47.4805194805195
"ENSMUSG00000000125",50.4475421711141,3.53748326639893
"ENSMUSG00000000126",55.5331022953974,44.4252432155658
"ENSMUSG00000000127",78.4265533798813,69.2028985507246
"ENSMUSG00000000131",77.6057263504309,33.265306122449
"ENSMUSG00000000134",55.940413202318,84.5463564213564
"ENSMUSG00000000142",55.702033552549,44.7569444444444
"ENSMUSG00000000148",74.9906017281904,31.8963782696177
"ENSMUSG00000000149",67.5371898705945,37.1645021645022
"ENSMUSG00000000154",67.8755268585777,75.0280275280275
"ENSMUSG00000000157",70.9689733593242,76.9688644688645
"ENSMUSG00000000159",70.0925448538109,82.3846437799926
"ENSMUSG00000000167",58.2890331890332,72.4835085549371
"ENSMUSG00000000168",67.166711033493,23.3869885982562
"ENSMUSG00000000171",56.6899403185811,12.0115792067012
"ENSMUSG00000000182",32.3432350183323,84.4830103758675
"ENSMUSG00000000183",59.9235270047613,82.2092115534738
"ENSMUSG00000000184",55.0438687213431,4.57393483709273
"ENSMUSG00000000194",78.3741583628388,96.6216216216216
"ENSMUSG00000000197",70.3911444702327,67.3809523809524
"ENSMUSG00000000202",23.86032014914,68.9603174603175
"ENSMUSG00000000204",74.6317657497782,49.5098039215686
"ENSMUSG00000000214",64.8622987318639,56.3095238095238
"ENSMUSG00000000215",73.1837865378238,77.2727272727273
"ENSMUSG00000000216",66.8004397999434,67.7275502275502
"ENSMUSG00000000223",77.2409133880653,80.8333333333333
"ENSMUSG00000000244",63.8076438428551,66.3718820861678
"ENSMUSG00000000247",26.3855241724999,43.4027777777778
"ENSMUSG00000000248",79.4685467975876,65.3641456582633
"ENSMUSG00000000253",63.763522974688,88.7878787878788
"ENSMUSG00000000263",66.3736672024218,10.890022675737
"ENSMUSG00000000266",71.7168793155635,91.1853002070393
"ENSMUSG00000000275",63.6356772610925,59.3073593073593
"ENSMUSG00000000276",60.7123314780458,49.6086212262683
"ENSMUSG00000000278",81.4585877085877,44.3055555555556
"ENSMUSG00000000282",38.0017335315559,34.5175848117025
"ENSMUSG00000000290",75.7951948675154,84.9214792299899
"ENSMUSG00000000295",66.1303379160522,66.921768707483
"ENSMUSG00000000296",70.3162146791955,45.7539682539683
"ENSMUSG00000000301",75.6995711257075,51.7741367159972
"ENSMUSG00000000303",68.0365347648741,75.6144535736372
"ENSMUSG00000000305",69.4771496464611,58.6559139784946
"ENSMUSG00000000308",46.0805448305448,9.43298969072165
"ENSMUSG00000000317",29.4053792423358,11.0590277777778
"ENSMUSG00000000318",69.1606349206349,84.8850574712644
"ENSMUSG00000000320",49.2204122042832,58.5515873015873
"ENSMUSG00000000326",100,NA
"ENSMUSG00000000339",62.3362668424397,51.7153996101365
"ENSMUSG00000000340",79.0888788768745,86.1458333333333
"ENSMUSG00000000346",19.8723404255319,35.3596844073035
"ENSMUSG00000000355",64.0006713965047,85.4526748971194
"ENSMUSG00000000359",50.8454556757429,82.6962676962677
"ENSMUSG00000000365",76.0593328305838,75.6172839506173
"ENSMUSG00000000374",79.5426908870305,15.5847953216374
"ENSMUSG00000000378",79.1879858539304,91.8402777777778
"ENSMUSG00000000381",81.9927536231884,71.2041847041847
"ENSMUSG00000000384",61.9199010054273,17.1027479091995
"ENSMUSG00000000385",61.4726197369509,29.0873015873016
"ENSMUSG00000000386",71.0642820611175,45.8333333333333
"ENSMUSG00000000392",78.425342280181,42.5
"ENSMUSG00000000394",81.1121286121286,72.2398589065256
"ENSMUSG00000000399",76.4628157396431,47.8717627401838
"ENSMUSG00000000402",71.9638862552875,44.5918367346939
"ENSMUSG00000000409",69.0671822271599,68.9646464646465
"ENSMUSG00000000411",85.4222222222222,18.6882984901278
"ENSMUSG00000000416",71.5297339992819,21.2125220458554
"ENSMUSG00000000420",62.8885460218794,52.6574074074074
"ENSMUSG00000000435",45.455621376674,54.8484848484849
"ENSMUSG00000000439",63.5112135396873,73.344696969697
"ENSMUSG00000000440",68.1669589253859,91.2962962962963
"ENSMUSG00000000441",59.9260769118364,27.156862745098
"ENSMUSG00000000486",55.9818854284874,11.359192683696
"ENSMUSG00000000489",37.5827861751775,67.8740446796002
"ENSMUSG00000000530",52.9115177500939,74.4146825396825
"ENSMUSG00000000531",51.4106316137566,44.7310405643739
"ENSMUSG00000000532",70.9863238491207,77.3333333333333
"ENSMUSG00000000538",72.5589266349158,22.1349657287157
"ENSMUSG00000000544",65.3439210717399,48.6759768009768
"ENSMUSG00000000552",52.5589228399596,31.2770562770563
"ENSMUSG00000000555",53.659701803718,25.1608751608752
"ENSMUSG00000000560",65.304648977437,5.66071428571429
"ENSMUSG00000000561",58.4760101010101,70.4761904761905
"ENSMUSG00000000562",65.7137921119617,68.030303030303
"ENSMUSG00000000563",42.2181460701098,72.234126984127
"ENSMUSG00000000567",31.604514533086,39.4729344729345
"ENSMUSG00000000568",36.9818614221599,12.6494808449696
"ENSMUSG00000000579",54.0311388672044,83.6781609195402
"ENSMUSG00000000581",64.8990402362495,84.0909090909091
"ENSMUSG00000000594",77.0192693985308,82.175697865353
"ENSMUSG00000000600",74.471983069424,49.5333333333333
"ENSMUSG00000000605",55.9709355650077,46.0884353741497
"ENSMUSG00000000606",80.4671717171717,56.9444444444444
"ENSMUSG00000000617",57.3995791464031,13.4081632653061
"ENSMUSG00000000627",61.2351137460308,57.797619047619
"ENSMUSG00000000628",65.3585248370229,18.7927862927863
"ENSMUSG00000000631",66.0895483084498,76.3888888888889
"ENSMUSG00000000632",48.3705806547657,52.4976657329598
"ENSMUSG00000000673",77.7562017124391,66.5507936507937
"ENSMUSG00000000682",73.4639986530743,85.7142857142857
"ENSMUSG00000000686",58.3705907149487,4.04339250493097
"ENSMUSG00000000690",11.3223693517811,50.0424005218526
"ENSMUSG00000000693",70.5019274802333,38.3460574739644
"ENSMUSG00000000701",69.5374707259953,54.1496598639456
"ENSMUSG00000000706",30.9809077580162,40.4810298102981
"ENSMUSG00000000708",70.5523728987631,81.9444444444444
"ENSMUSG00000000711",66.9394448753001,12.4242424242424
"ENSMUSG00000000724",87.0302658100277,90.2083333333333
"ENSMUSG00000000730",68.681897768697,73.2818532818533
"ENSMUSG00000000731",64.9868800275304,47.3611111111111
"ENSMUSG00000000732",53.4464765665293,65.6494708994709
"ENSMUSG00000000738",71.756743971927,77.1875
"ENSMUSG00000000739",74.8417071144344,61.7575757575758
"ENSMUSG00000000740",18.2408016970229,77.2340425531915
"ENSMUSG00000000743",66.4688929304314,21.4060068471833
"ENSMUSG00000000751",80.9297421385654,14.6111839231105
"ENSMUSG00000000753",68.9961144658597,81.2127976190476
"ENSMUSG00000000759",78.2182757524777,15.6704260651629
"ENSMUSG00000000766",72.0458388365042,70.7407407407407
"ENSMUSG00000000776",50.111543508756,20.253164556962
"ENSMUSG00000000782",72.529511334392,12.5500184569952
"ENSMUSG00000000787",33.3033558582339,87.984607984608
"ENSMUSG00000000792",42.7792490407698,34.6969696969697
"ENSMUSG00000000794",74.2797728162559,83.3575027123414
"ENSMUSG00000000804",86.5512222870379,20.1451131028596
"ENSMUSG00000000805",34.7559445385532,46.3293650793651
"ENSMUSG00000000811",65.4819103866634,83.1944444444444
"ENSMUSG00000000817",80.1466236211999,75.3763440860215
"ENSMUSG00000000823",57.5764814114329,16.3934426229508
"ENSMUSG00000000826",61.6726593623727,86.1688311688312
"ENSMUSG00000000827",63.8552704963748,68.9061598124098
"ENSMUSG00000000838",60.2425470510577,79.5238095238095
"ENSMUSG00000000861",63.803158649097,3.16269841269841
"ENSMUSG00000000869",73.1435256893973,72.5580720092915
"ENSMUSG00000000876",75.9827564622085,25.6097374847375
"ENSMUSG00000000881",70.7643334826631,84.2274305555556
"ENSMUSG00000000884",73.315782992477,89.3422318422318
"ENSMUSG00000000889",71.2392852457788,60.2298850574713
"ENSMUSG00000000901",50.2224578441617,58.9911218724778
"ENSMUSG00000000902",61.7882717666579,11.0975212002609
