"gene_id","gene_body_methylation","promoter_methylation"
"ENSMUSG00000000001",71.4478413966119,26.5783999550233
"ENSMUSG00000000003",76.0536745001031,74.6666666666667
"ENSMUSG00000000028",81.8117686911754,12.3885109599395
"ENSMUSG00000000031",70.5231421380519,63.1691919191919
"ENSMUSG00000000037",77.4174267359556,82.2916666666667
"ENSMUSG00000000049",67.0786020958281,82.5543831168831
"ENSMUSG00000000056",75.2432115209893,68.1064225629443
"ENSMUSG00000000058",53.526616381646,96.4516129032258
"ENSMUSG00000000078",36.2337884337884,87.5744047619048
"ENSMUSG00000000085",78.1899428702364,84.767257831774
"ENSMUSG00000000088",31.636953130977,91.5277777777778
"ENSMUSG00000000093",16.4594208591902,16.0057982394048
"ENSMUSG00000000094",48.7420606890304,77.3484848484848
"ENSMUSG00000000103",56.0606060606061,NA
"ENSMUSG00000000120",37.5026510760104,36.0640301318267
"ENSMUSG00000000125",57.7190613406767,4.76145382395382
"ENSMUSG00000000126",55.7293376891216,61.4769638963187
"ENSMUSG00000000127",82.2070846973894,73.8095238095238
"ENSMUSG00000000131",77.7450868512307,36.9007263922518
"ENSMUSG00000000134",61.0189558905583,89.0099715099715
"ENSMUSG00000000142",61.4996192871725,78.8888888888889
"ENSMUSG00000000148",79.7265710024331,23.9545969903113
"ENSMUSG00000000149",68.3244652692965,40.7115009746589
"ENSMUSG00000000154",74.7512722901828,80.036075036075
"ENSMUSG00000000157",83.6469355560265,88.4637188208617
"ENSMUSG00000000159",80.4577034545049,93.4619851693022
"ENSMUSG00000000167",62.0796927939785,81.7558772246272
"ENSMUSG00000000168",72.8213884214715,14.7188346883469
"ENSMUSG00000000171",57.5037488061249,14.5611963793782
"ENSMUSG00000000182",38.1571098984201,88.0178571428571
"ENSMUSG00000000183",67.6346579646175,80.4201071997682
"ENSMUSG00000000184",54.6351102858333,5.03140520011686
"ENSMUSG00000000194",83.7523910967184,93.6936936936937
"ENSMUSG00000000197",73.3765400559837,79.9814814814815
"ENSMUSG00000000202",17.5538764562829,78.1247540338449
"ENSMUSG00000000204",80.4849837662338,50
"ENSMUSG00000000214",71.6229066826893,71.5029761904762
"ENSMUSG00000000215",78.0892722001081,88.7202380952381
"ENSMUSG00000000216",68.7556794996691,78.9578111946533
"ENSMUSG00000000223",83.871283734187,74.0476190476191
"ENSMUSG00000000244",67.5969619827275,82.2727272727273
"ENSMUSG00000000247",15.7879416158637,24.5967395967396
"ENSMUSG00000000248",85.4900900985807,76.6666666666667
"ENSMUSG00000000253",71.5443846685886,94.6428571428571
"ENSMUSG00000000263",68.8154246850734,13.6451637588001
"ENSMUSG00000000266",72.3340571386707,76.7339544513458
"ENSMUSG00000000275",52.4277950105898,74.3023553507424
"ENSMUSG00000000276",68.6198457318644,74.4246031746032
"ENSMUSG00000000278",84.9682520797192,59.9603174603175
"ENSMUSG00000000282",38.3902460353843,43.4920634920635
"ENSMUSG00000000290",84.2296223206534,71.5546218487395
"ENSMUSG00000000295",69.8402601133694,83.9409722222222
"ENSMUSG00000000296",76.3086393511925,49.7728158366456
"ENSMUSG00000000301",72.0192519908617,50.3765001935734
"ENSMUSG00000000303",70.2498320399802,86.4245014245014
